source,role_search,title,company,experience,salary,salary_min,salary_max,salary_avg,location,skills_raw,description,posted_date,company_rating,job_url,scraped_at
Naukri,data engineer,Pyspark -Palantir Core- Data Engineer,Tata Consultancy Services,6-10 Yrs,,,,,"Pune, Bengaluru, Mumbai (All Areas)",Pyspark | Data Engineering | AWS | SQL | Snowflake | Data Bricks | Python | Bricks,,3+ weeks ago,3.3,https://www.naukri.com/job-listings-pyspark-palantir-core-data-engineer-tata-consultancy-services-pune-bengaluru-mumbai-all-areas-6-to-10-years-090326005611,2026-06-04T15:54:49.754796
Naukri,data engineer,Data Engineer,Accenture,15-20 Yrs,,,,,Navi Mumbai,pyspark | data engineering | data pipeline architecture | etl | data integration | hive | python | data analysis,,3+ weeks ago,3.7,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-navi-mumbai-15-to-20-years-040526917231,2026-06-04T15:54:49.755200
Naukri,data engineer,Manager / Data Engineer-Data Architect,Benovymed Healthcare,3-15 Yrs,,,,,New Delhi,C++ | Data analysis | Data management | Data modeling | MySQL | Healthcare | Perl | Analytics,,3+ weeks ago,,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-new-delhi-3-to-15-years-010525502789,2026-06-04T15:54:49.755558
Naukri,data engineer,Data Engineer,Accenture,5-10 Yrs,,,,,Bengaluru,Data Engineer | Java | Azure | Data Engineering | Data Pipelines | Big Data | Database Design | Programming,,Few hours ago,3.7,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-5-to-10-years-040626919243,2026-06-04T15:54:49.755947
Naukri,data engineer,Data Engineer,Accenture,2-4 Yrs,,,,,Navi Mumbai,pyspark | database design | data modeling | design principles | aws | hive | snowflake | python,,1 week ago,3.7,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-navi-mumbai-2-to-4-years-250526919452,2026-06-04T15:54:49.756343
Naukri,data engineer,Data Engineer,Trigent Software,5-10 Yrs,,,,,Hybrid - Bengaluru,GCP Cloud | Python | Software Development | Data Engineering | SQL | Software | Cloud | GCP,,2 days ago,,https://www.naukri.com/job-listings-data-engineer-trigent-software-bengaluru-5-to-10-years-020626007058,2026-06-04T15:54:49.756748
Naukri,data engineer,Data Engineer,Globallogic,8-13 Yrs,,,,,"Pune, Chennai, Bengaluru",Data Engineering | Data Modeling | Spark | Advance Sql | Python | SQL | Modeling | Engineering,,2 days ago,3.5,https://www.naukri.com/job-listings-data-engineer-globallogic-pune-chennai-bengaluru-8-to-13-years-020626009474,2026-06-04T15:54:49.757131
Naukri,data engineer,Big Data Developer/ Big Data Engineer,Tata Consultancy Services,8-13 Yrs,,,,,"Chennai, Coimbatore, Bengaluru",Pyspark | Hive | Hadoop | Big Data | Spark | SCALA | Big Data Ecosystem | SQL,,2 days ago,3.3,https://www.naukri.com/job-listings-big-data-developer-big-data-engineer-tata-consultancy-services-chennai-coimbatore-bengaluru-8-to-13-years-010626025323,2026-06-04T15:54:49.757526
Naukri,data engineer,Data Engineer / Architect,Bahwan CyberTek,5-10 Yrs,,,,,Chennai,cd | continuous integration | python | functional | azure data lake | data | workflow | glue,,6 days ago,3.3,https://www.naukri.com/job-listings-data-engineer-architect-bahwan-cybertek-chennai-5-to-10-years-280526031920,2026-06-04T15:54:49.757914
Naukri,data engineer,Data Engineer / Architect,Bahwan CyberTek,5-10 Yrs,,,,,Chennai,Automation | metadata | github | orchestration | Data modeling | Active directory | data governance | JIRA,,5 days ago,3.3,https://www.naukri.com/job-listings-data-engineer-architect-bahwan-cybertek-chennai-5-to-10-years-290526505769,2026-06-04T15:54:49.758317
Naukri,data engineer,Data Engineer,Big 4 Consulting Firm,5-10 Yrs,,,,,"Hybrid - Indore, Bengaluru, Mumbai (All Areas)",Data Bricks | Data Engineering | Python | Data | Bricks | Engineering,,5 days ago,,https://www.naukri.com/job-listings-data-engineer-anlage-infotech-indore-bengaluru-mumbai-all-areas-5-to-10-years-290526023124,2026-06-04T15:54:49.758687
Naukri,data engineer,Data Engineer,Google,0 Yrs,,,,,Bengaluru,Product management | Product engineering | Analytical | Machine learning | Data structures | Data processing | Data quality | Data mining,,3+ weeks ago,4.4,https://www.naukri.com/job-listings-data-engineer-google-india-private-limited-bengaluru-0-to-0-years-090725503768,2026-06-04T15:55:11.315204
Naukri,data engineer,Azure Data Engineer or Big data developer,HCLTech,7-12 Yrs,,,,,"Pune, Chennai, Bengaluru",Pyspark | Data Engineering | Software Engineering | Big Data | Spark | Data Bricks | Python | Software,,2 weeks ago,3.4,https://www.naukri.com/job-listings-azure-data-engineer-or-big-data-developer-hcltech-pune-chennai-bengaluru-7-to-12-years-130526041399,2026-06-04T15:55:11.315614
Naukri,data engineer,BI Developer- Data Engineer,Tata Consultancy Services,6-10 Yrs,,,,,"Pune, Chennai, Bengaluru",T-SQL | Power Bi | SSAS | Dax | Data Modeling | Microsoft Technology Ecosystem | GIT | Visual Studio,,1 week ago,3.3,https://www.naukri.com/job-listings-bi-developer-data-engineer-tata-consultancy-services-pune-chennai-bengaluru-6-to-10-years-050426004042,2026-06-04T15:55:11.316006
Naukri,data engineer,Data Engineer,IQVIA,6-11 Yrs,,,,,"Hybrid - Pune, Gurugram, Bengaluru",Pyspark | Data Engineering | Data Bricks | SQL | Azure | Azure Databricks | Azure Data Factory | Azure Synapse,,1 day ago,3.7,https://www.naukri.com/job-listings-data-engineer-iqvia-pune-gurugram-bengaluru-6-to-11-years-110325014320,2026-06-04T15:55:11.316426
Naukri,data engineer,Palantir -Pyspark Data Engineer,Tata Consultancy Services,5-9 Yrs,,,,,"Hyderabad, Pune, Bengaluru",Pyspark | Palantir | AWS | Ontology | Contour | Palantir Foundry | Python | Foundry,,1 week ago,3.3,https://www.naukri.com/job-listings-palantir-pyspark-data-engineer-tata-consultancy-services-hyderabad-pune-bengaluru-5-to-9-years-220126039954,2026-06-04T15:55:11.316810
Naukri,data engineer,"Walk-in || Hadoop, Spark, Scala - Data Engineer",Tata Consultancy Services,,,,,,Bengaluru,Data Engineering | Hadoop | SCALA | HDFS | Spark | Azure | Hive | Kafka,,1 day ago,3.3,https://www.naukri.com/job-listings-hadoop-spark-scala-data-engineer-tata-consultancy-services-bengaluru-5-to-10-years-020326027899,2026-06-04T15:55:11.317295
Naukri,data engineer,Data Engineer,Rolls-Royce,6-11 Yrs,,,,,Bengaluru,Supply chain | MS SQL | Linux | Data management | Data modeling | RDBMS | Agile | microsoft,,1 day ago,3.8,https://www.naukri.com/job-listings-data-engineer-rolls-royce-india-private-ltd-bengaluru-6-to-11-years-030626502032,2026-06-04T15:55:11.317678
Naukri,data engineer,Data Engineer,Accenture,2-7 Yrs,,,,,Hyderabad,Compliance | Azure | Automation | Data Pipelines | Architecture | Data Management | Data Integration | Data Quality,,Few hours ago,3.7,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-hyderabad-2-to-7-years-040626918824,2026-06-04T15:55:11.318077
Naukri,data engineer,Data Engineers & Architects,Exalans And Hunar Corporate Solutions,7-12 Yrs,,,,,"Kochi, Bengaluru, Thiruvananthapuram",Data Engineering | Python | Etl Pipelines | Architecture | ETL | Pipeline | Data architecture | Data,,3+ weeks ago,,https://www.naukri.com/job-listings-data-engineers-architects-exalans-and-hunar-corporate-solutions-kochi-bengaluru-thiruvananthapuram-7-to-12-years-060526014370,2026-06-04T15:55:11.318527
Naukri,data engineer,Pyspark -Palantir Core- Data Engineer,Tata Consultancy Services,6-10 Yrs,,,,,"Pune, Bengaluru, Mumbai (All Areas)",Pyspark | Data Engineering | AWS | SQL | Snowflake | Data Bricks | Python | Bricks,,3+ weeks ago,3.3,https://www.naukri.com/job-listings-pyspark-palantir-core-data-engineer-tata-consultancy-services-pune-bengaluru-mumbai-all-areas-6-to-10-years-090326005611,2026-06-04T15:55:11.318918
Naukri,data engineer,Data Engineer,Accenture,15-20 Yrs,,,,,Navi Mumbai,pyspark | data engineering | data pipeline architecture | etl | data integration | hive | python | data analysis,,3+ weeks ago,3.7,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-navi-mumbai-15-to-20-years-040526917231,2026-06-04T15:55:11.319322
Naukri,data engineer,Manager / Data Engineer-Data Architect,Benovymed Healthcare,3-15 Yrs,,,,,New Delhi,C++ | Data analysis | Data management | Data modeling | MySQL | Healthcare | Perl | Analytics,,3+ weeks ago,,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-new-delhi-3-to-15-years-010525502789,2026-06-04T15:55:11.319675
Naukri,data engineer,Data Engineer,Accenture,5-10 Yrs,,,,,Bengaluru,Data Engineer | Java | Azure | Data Engineering | Data Pipelines | Big Data | Database Design | Programming,,Few hours ago,3.7,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-5-to-10-years-040626919243,2026-06-04T15:55:11.320060
Naukri,data engineer,Data Engineer,Accenture,2-4 Yrs,,,,,Navi Mumbai,pyspark | database design | data modeling | design principles | aws | hive | snowflake | python,,1 week ago,3.7,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-navi-mumbai-2-to-4-years-250526919452,2026-06-04T15:55:11.320445
Naukri,data engineer,Data Engineer,Trigent Software,5-10 Yrs,,,,,Hybrid - Bengaluru,GCP Cloud | Python | Software Development | Data Engineering | SQL | Software | Cloud | GCP,,2 days ago,,https://www.naukri.com/job-listings-data-engineer-trigent-software-bengaluru-5-to-10-years-020626007058,2026-06-04T15:55:11.320851
Naukri,data engineer,Data Engineer,Globallogic,8-13 Yrs,,,,,"Pune, Chennai, Bengaluru",Data Engineering | Data Modeling | Spark | Advance Sql | Python | SQL | Modeling | Engineering,,2 days ago,3.5,https://www.naukri.com/job-listings-data-engineer-globallogic-pune-chennai-bengaluru-8-to-13-years-020626009474,2026-06-04T15:55:11.321243
Naukri,data engineer,Big Data Developer/ Big Data Engineer,Tata Consultancy Services,8-13 Yrs,,,,,"Chennai, Coimbatore, Bengaluru",Pyspark | Hive | Hadoop | Big Data | Spark | SCALA | Big Data Ecosystem | SQL,,2 days ago,3.3,https://www.naukri.com/job-listings-big-data-developer-big-data-engineer-tata-consultancy-services-chennai-coimbatore-bengaluru-8-to-13-years-010626025323,2026-06-04T15:55:11.321631
Naukri,data engineer,Data Engineer / Architect,Bahwan CyberTek,5-10 Yrs,,,,,Chennai,cd | continuous integration | python | functional | azure data lake | data | workflow | glue,,6 days ago,3.3,https://www.naukri.com/job-listings-data-engineer-architect-bahwan-cybertek-chennai-5-to-10-years-280526031920,2026-06-04T15:55:11.322017
Naukri,data engineer,Data Engineer / Architect,Bahwan CyberTek,5-10 Yrs,,,,,Chennai,Automation | metadata | github | orchestration | Data modeling | Active directory | data governance | JIRA,,5 days ago,3.3,https://www.naukri.com/job-listings-data-engineer-architect-bahwan-cybertek-chennai-5-to-10-years-290526505769,2026-06-04T15:55:11.322401
Naukri,data engineer,Data Engineer,Big 4 Consulting Firm,5-10 Yrs,,,,,"Hybrid - Indore, Bengaluru, Mumbai (All Areas)",Data Bricks | Data Engineering | Python | Data | Bricks | Engineering,,5 days ago,,https://www.naukri.com/job-listings-data-engineer-anlage-infotech-indore-bengaluru-mumbai-all-areas-5-to-10-years-290526023124,2026-06-04T15:55:11.322758
Naukri,data engineer,Data Engineer,Google,0 Yrs,,,,,Bengaluru,Product management | Product engineering | Analytical | Machine learning | Data structures | Data processing | Data quality | Data mining,,3+ weeks ago,4.4,https://www.naukri.com/job-listings-data-engineer-google-india-private-limited-bengaluru-0-to-0-years-090725503768,2026-06-04T15:55:33.228027
Naukri,data engineer,Azure Data Engineer or Big data developer,HCLTech,7-12 Yrs,,,,,"Pune, Chennai, Bengaluru",Pyspark | Data Engineering | Software Engineering | Big Data | Spark | Data Bricks | Python | Software,,2 weeks ago,3.4,https://www.naukri.com/job-listings-azure-data-engineer-or-big-data-developer-hcltech-pune-chennai-bengaluru-7-to-12-years-130526041399,2026-06-04T15:55:33.228527
Naukri,data engineer,BI Developer- Data Engineer,Tata Consultancy Services,6-10 Yrs,,,,,"Pune, Chennai, Bengaluru",T-SQL | Power Bi | SSAS | Dax | Data Modeling | Microsoft Technology Ecosystem | GIT | Visual Studio,,1 week ago,3.3,https://www.naukri.com/job-listings-bi-developer-data-engineer-tata-consultancy-services-pune-chennai-bengaluru-6-to-10-years-050426004042,2026-06-04T15:55:33.228951
Naukri,data engineer,Data Engineer,IQVIA,6-11 Yrs,,,,,"Hybrid - Pune, Gurugram, Bengaluru",Pyspark | Data Engineering | Data Bricks | SQL | Azure | Azure Databricks | Azure Data Factory | Azure Synapse,,1 day ago,3.7,https://www.naukri.com/job-listings-data-engineer-iqvia-pune-gurugram-bengaluru-6-to-11-years-110325014320,2026-06-04T15:55:33.229338
Naukri,data engineer,Palantir -Pyspark Data Engineer,Tata Consultancy Services,5-9 Yrs,,,,,"Hyderabad, Pune, Bengaluru",Pyspark | Palantir | AWS | Ontology | Contour | Palantir Foundry | Python | Foundry,,1 week ago,3.3,https://www.naukri.com/job-listings-palantir-pyspark-data-engineer-tata-consultancy-services-hyderabad-pune-bengaluru-5-to-9-years-220126039954,2026-06-04T15:55:33.229725
Naukri,data engineer,"Walk-in || Hadoop, Spark, Scala - Data Engineer",Tata Consultancy Services,,,,,,Bengaluru,Data Engineering | Hadoop | SCALA | HDFS | Spark | Azure | Hive | Kafka,,1 day ago,3.3,https://www.naukri.com/job-listings-hadoop-spark-scala-data-engineer-tata-consultancy-services-bengaluru-5-to-10-years-020326027899,2026-06-04T15:55:33.230205
Naukri,data engineer,Data Engineer,Rolls-Royce,6-11 Yrs,,,,,Bengaluru,Supply chain | MS SQL | Linux | Data management | Data modeling | RDBMS | Agile | microsoft,,1 day ago,3.8,https://www.naukri.com/job-listings-data-engineer-rolls-royce-india-private-ltd-bengaluru-6-to-11-years-030626502032,2026-06-04T15:55:33.230688
Naukri,data engineer,Data Engineer,Accenture,2-7 Yrs,,,,,Hyderabad,Compliance | Azure | Automation | Data Pipelines | Architecture | Data Management | Data Integration | Data Quality,,Few hours ago,3.7,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-hyderabad-2-to-7-years-040626918824,2026-06-04T15:55:33.231082
Naukri,data engineer,Data Engineers & Architects,Exalans And Hunar Corporate Solutions,7-12 Yrs,,,,,"Kochi, Bengaluru, Thiruvananthapuram",Data Engineering | Python | Etl Pipelines | Architecture | ETL | Pipeline | Data architecture | Data,,3+ weeks ago,,https://www.naukri.com/job-listings-data-engineers-architects-exalans-and-hunar-corporate-solutions-kochi-bengaluru-thiruvananthapuram-7-to-12-years-060526014370,2026-06-04T15:55:33.231469
Naukri,data engineer,Pyspark -Palantir Core- Data Engineer,Tata Consultancy Services,6-10 Yrs,,,,,"Pune, Bengaluru, Mumbai (All Areas)",Pyspark | Data Engineering | AWS | SQL | Snowflake | Data Bricks | Python | Bricks,,3+ weeks ago,3.3,https://www.naukri.com/job-listings-pyspark-palantir-core-data-engineer-tata-consultancy-services-pune-bengaluru-mumbai-all-areas-6-to-10-years-090326005611,2026-06-04T15:55:33.231865
Naukri,data engineer,Data Engineer,Accenture,15-20 Yrs,,,,,Navi Mumbai,pyspark | data engineering | data pipeline architecture | etl | data integration | hive | python | data analysis,,3+ weeks ago,3.7,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-navi-mumbai-15-to-20-years-040526917231,2026-06-04T15:55:33.232251
Naukri,data engineer,Manager / Data Engineer-Data Architect,Benovymed Healthcare,3-15 Yrs,,,,,New Delhi,C++ | Data analysis | Data management | Data modeling | MySQL | Healthcare | Perl | Analytics,,3+ weeks ago,,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-new-delhi-3-to-15-years-010525502789,2026-06-04T15:55:33.232608
Naukri,data engineer,Data Engineer,Accenture,5-10 Yrs,,,,,Bengaluru,Data Engineer | Java | Azure | Data Engineering | Data Pipelines | Big Data | Database Design | Programming,,Few hours ago,3.7,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-5-to-10-years-040626919243,2026-06-04T15:55:33.232992
Naukri,data engineer,Data Engineer,Accenture,2-4 Yrs,,,,,Navi Mumbai,pyspark | database design | data modeling | design principles | aws | hive | snowflake | python,,1 week ago,3.7,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-navi-mumbai-2-to-4-years-250526919452,2026-06-04T15:55:33.233377
Naukri,data engineer,Data Engineer,Trigent Software,5-10 Yrs,,,,,Hybrid - Bengaluru,GCP Cloud | Python | Software Development | Data Engineering | SQL | Software | Cloud | GCP,,2 days ago,,https://www.naukri.com/job-listings-data-engineer-trigent-software-bengaluru-5-to-10-years-020626007058,2026-06-04T15:55:33.233778
Naukri,data engineer,Data Engineer,Globallogic,8-13 Yrs,,,,,"Pune, Chennai, Bengaluru",Data Engineering | Data Modeling | Spark | Advance Sql | Python | SQL | Modeling | Engineering,,2 days ago,3.5,https://www.naukri.com/job-listings-data-engineer-globallogic-pune-chennai-bengaluru-8-to-13-years-020626009474,2026-06-04T15:55:33.234164
Naukri,data engineer,Big Data Developer/ Big Data Engineer,Tata Consultancy Services,8-13 Yrs,,,,,"Chennai, Coimbatore, Bengaluru",Pyspark | Hive | Hadoop | Big Data | Spark | SCALA | Big Data Ecosystem | SQL,,2 days ago,3.3,https://www.naukri.com/job-listings-big-data-developer-big-data-engineer-tata-consultancy-services-chennai-coimbatore-bengaluru-8-to-13-years-010626025323,2026-06-04T15:55:33.234550
Naukri,data engineer,Data Engineer / Architect,Bahwan CyberTek,5-10 Yrs,,,,,Chennai,cd | continuous integration | python | functional | azure data lake | data | workflow | glue,,6 days ago,3.3,https://www.naukri.com/job-listings-data-engineer-architect-bahwan-cybertek-chennai-5-to-10-years-280526031920,2026-06-04T15:55:33.234939
Naukri,data engineer,Data Engineer / Architect,Bahwan CyberTek,5-10 Yrs,,,,,Chennai,Automation | metadata | github | orchestration | Data modeling | Active directory | data governance | JIRA,,5 days ago,3.3,https://www.naukri.com/job-listings-data-engineer-architect-bahwan-cybertek-chennai-5-to-10-years-290526505769,2026-06-04T15:55:33.235323
Naukri,data engineer,Data Engineer,Big 4 Consulting Firm,5-10 Yrs,,,,,"Hybrid - Indore, Bengaluru, Mumbai (All Areas)",Data Bricks | Data Engineering | Python | Data | Bricks | Engineering,,5 days ago,,https://www.naukri.com/job-listings-data-engineer-anlage-infotech-indore-bengaluru-mumbai-all-areas-5-to-10-years-290526023124,2026-06-04T15:55:33.235683
Naukri,data engineer,Data Engineer,Google,0 Yrs,,,,,Bengaluru,Product management | Product engineering | Analytical | Machine learning | Data structures | Data processing | Data quality | Data mining,,3+ weeks ago,4.4,https://www.naukri.com/job-listings-data-engineer-google-india-private-limited-bengaluru-0-to-0-years-090725503768,2026-06-04T15:55:54.951776
Naukri,data engineer,Azure Data Engineer or Big data developer,HCLTech,7-12 Yrs,,,,,"Pune, Chennai, Bengaluru",Pyspark | Data Engineering | Software Engineering | Big Data | Spark | Data Bricks | Python | Software,,2 weeks ago,3.4,https://www.naukri.com/job-listings-azure-data-engineer-or-big-data-developer-hcltech-pune-chennai-bengaluru-7-to-12-years-130526041399,2026-06-04T15:55:54.952175
Naukri,data engineer,BI Developer- Data Engineer,Tata Consultancy Services,6-10 Yrs,,,,,"Pune, Chennai, Bengaluru",T-SQL | Power Bi | SSAS | Dax | Data Modeling | Microsoft Technology Ecosystem | GIT | Visual Studio,,1 week ago,3.3,https://www.naukri.com/job-listings-bi-developer-data-engineer-tata-consultancy-services-pune-chennai-bengaluru-6-to-10-years-050426004042,2026-06-04T15:55:54.952616
Naukri,data engineer,Data Engineer,IQVIA,6-11 Yrs,,,,,"Hybrid - Pune, Gurugram, Bengaluru",Pyspark | Data Engineering | Data Bricks | SQL | Azure | Azure Databricks | Azure Data Factory | Azure Synapse,,1 day ago,3.7,https://www.naukri.com/job-listings-data-engineer-iqvia-pune-gurugram-bengaluru-6-to-11-years-110325014320,2026-06-04T15:55:54.953138
Naukri,data engineer,Palantir -Pyspark Data Engineer,Tata Consultancy Services,5-9 Yrs,,,,,"Hyderabad, Pune, Bengaluru",Pyspark | Palantir | AWS | Ontology | Contour | Palantir Foundry | Python | Foundry,,1 week ago,3.3,https://www.naukri.com/job-listings-palantir-pyspark-data-engineer-tata-consultancy-services-hyderabad-pune-bengaluru-5-to-9-years-220126039954,2026-06-04T15:55:54.953549
Naukri,data engineer,"Walk-in || Hadoop, Spark, Scala - Data Engineer",Tata Consultancy Services,,,,,,Bengaluru,Data Engineering | Hadoop | SCALA | HDFS | Spark | Azure | Hive | Kafka,,1 day ago,3.3,https://www.naukri.com/job-listings-hadoop-spark-scala-data-engineer-tata-consultancy-services-bengaluru-5-to-10-years-020326027899,2026-06-04T15:55:54.954054
Naukri,data engineer,Data Engineer,Rolls-Royce,6-11 Yrs,,,,,Bengaluru,Supply chain | MS SQL | Linux | Data management | Data modeling | RDBMS | Agile | microsoft,,1 day ago,3.8,https://www.naukri.com/job-listings-data-engineer-rolls-royce-india-private-ltd-bengaluru-6-to-11-years-030626502032,2026-06-04T15:55:54.954444
Naukri,data engineer,Data Engineer,Accenture,2-7 Yrs,,,,,Hyderabad,Compliance | Azure | Automation | Data Pipelines | Architecture | Data Management | Data Integration | Data Quality,,Few hours ago,3.7,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-hyderabad-2-to-7-years-040626918824,2026-06-04T15:55:54.954834
Naukri,data engineer,Data Engineers & Architects,Exalans And Hunar Corporate Solutions,7-12 Yrs,,,,,"Kochi, Bengaluru, Thiruvananthapuram",Data Engineering | Python | Etl Pipelines | Architecture | ETL | Pipeline | Data architecture | Data,,3+ weeks ago,,https://www.naukri.com/job-listings-data-engineers-architects-exalans-and-hunar-corporate-solutions-kochi-bengaluru-thiruvananthapuram-7-to-12-years-060526014370,2026-06-04T15:55:54.955217
Naukri,data engineer,Pyspark -Palantir Core- Data Engineer,Tata Consultancy Services,6-10 Yrs,,,,,"Pune, Bengaluru, Mumbai (All Areas)",Pyspark | Data Engineering | AWS | SQL | Snowflake | Data Bricks | Python | Bricks,,3+ weeks ago,3.3,https://www.naukri.com/job-listings-pyspark-palantir-core-data-engineer-tata-consultancy-services-pune-bengaluru-mumbai-all-areas-6-to-10-years-090326005611,2026-06-04T15:55:54.955606
Naukri,data engineer,Data Engineer,Accenture,15-20 Yrs,,,,,Navi Mumbai,pyspark | data engineering | data pipeline architecture | etl | data integration | hive | python | data analysis,,3+ weeks ago,3.7,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-navi-mumbai-15-to-20-years-040526917231,2026-06-04T15:55:54.955992
Naukri,data engineer,Manager / Data Engineer-Data Architect,Benovymed Healthcare,3-15 Yrs,,,,,New Delhi,C++ | Data analysis | Data management | Data modeling | MySQL | Healthcare | Perl | Analytics,,3+ weeks ago,,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-new-delhi-3-to-15-years-010525502789,2026-06-04T15:55:54.956343
Naukri,data engineer,Data Engineer,Accenture,5-10 Yrs,,,,,Bengaluru,Data Engineer | Java | Azure | Data Engineering | Data Pipelines | Big Data | Database Design | Programming,,Few hours ago,3.7,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-5-to-10-years-040626919243,2026-06-04T15:55:54.956727
Naukri,data engineer,Data Engineer,Accenture,2-4 Yrs,,,,,Navi Mumbai,pyspark | database design | data modeling | design principles | aws | hive | snowflake | python,,1 week ago,3.7,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-navi-mumbai-2-to-4-years-250526919452,2026-06-04T15:55:54.957109
Naukri,data engineer,Data Engineer,Trigent Software,5-10 Yrs,,,,,Hybrid - Bengaluru,GCP Cloud | Python | Software Development | Data Engineering | SQL | Software | Cloud | GCP,,2 days ago,,https://www.naukri.com/job-listings-data-engineer-trigent-software-bengaluru-5-to-10-years-020626007058,2026-06-04T15:55:54.957514
Naukri,data engineer,Data Engineer,Globallogic,8-13 Yrs,,,,,"Pune, Chennai, Bengaluru",Data Engineering | Data Modeling | Spark | Advance Sql | Python | SQL | Modeling | Engineering,,2 days ago,3.5,https://www.naukri.com/job-listings-data-engineer-globallogic-pune-chennai-bengaluru-8-to-13-years-020626009474,2026-06-04T15:55:54.957900
Naukri,data engineer,Big Data Developer/ Big Data Engineer,Tata Consultancy Services,8-13 Yrs,,,,,"Chennai, Coimbatore, Bengaluru",Pyspark | Hive | Hadoop | Big Data | Spark | SCALA | Big Data Ecosystem | SQL,,2 days ago,3.3,https://www.naukri.com/job-listings-big-data-developer-big-data-engineer-tata-consultancy-services-chennai-coimbatore-bengaluru-8-to-13-years-010626025323,2026-06-04T15:55:54.958281
Naukri,data engineer,Data Engineer / Architect,Bahwan CyberTek,5-10 Yrs,,,,,Chennai,cd | continuous integration | python | functional | azure data lake | data | workflow | glue,,6 days ago,3.3,https://www.naukri.com/job-listings-data-engineer-architect-bahwan-cybertek-chennai-5-to-10-years-280526031920,2026-06-04T15:55:54.958670
Naukri,data engineer,Data Engineer / Architect,Bahwan CyberTek,5-10 Yrs,,,,,Chennai,Automation | metadata | github | orchestration | Data modeling | Active directory | data governance | JIRA,,5 days ago,3.3,https://www.naukri.com/job-listings-data-engineer-architect-bahwan-cybertek-chennai-5-to-10-years-290526505769,2026-06-04T15:55:54.959053
Naukri,data engineer,Data Engineer,Big 4 Consulting Firm,5-10 Yrs,,,,,"Hybrid - Indore, Bengaluru, Mumbai (All Areas)",Data Bricks | Data Engineering | Python | Data | Bricks | Engineering,,5 days ago,,https://www.naukri.com/job-listings-data-engineer-anlage-infotech-indore-bengaluru-mumbai-all-areas-5-to-10-years-290526023124,2026-06-04T15:55:54.959410
Naukri,data engineer,Data Engineer,Google,0 Yrs,,,,,Bengaluru,Product management | Product engineering | Analytical | Machine learning | Data structures | Data processing | Data quality | Data mining,,3+ weeks ago,4.4,https://www.naukri.com/job-listings-data-engineer-google-india-private-limited-bengaluru-0-to-0-years-090725503768,2026-06-04T15:56:16.771348
Naukri,data engineer,Azure Data Engineer or Big data developer,HCLTech,7-12 Yrs,,,,,"Pune, Chennai, Bengaluru",Pyspark | Data Engineering | Software Engineering | Big Data | Spark | Data Bricks | Python | Software,,2 weeks ago,3.4,https://www.naukri.com/job-listings-azure-data-engineer-or-big-data-developer-hcltech-pune-chennai-bengaluru-7-to-12-years-130526041399,2026-06-04T15:56:16.771847
Naukri,data engineer,BI Developer- Data Engineer,Tata Consultancy Services,6-10 Yrs,,,,,"Pune, Chennai, Bengaluru",T-SQL | Power Bi | SSAS | Dax | Data Modeling | Microsoft Technology Ecosystem | GIT | Visual Studio,,1 week ago,3.3,https://www.naukri.com/job-listings-bi-developer-data-engineer-tata-consultancy-services-pune-chennai-bengaluru-6-to-10-years-050426004042,2026-06-04T15:56:16.772287
Naukri,data engineer,Data Engineer,IQVIA,6-11 Yrs,,,,,"Hybrid - Pune, Gurugram, Bengaluru",Pyspark | Data Engineering | Data Bricks | SQL | Azure | Azure Databricks | Azure Data Factory | Azure Synapse,,1 day ago,3.7,https://www.naukri.com/job-listings-data-engineer-iqvia-pune-gurugram-bengaluru-6-to-11-years-110325014320,2026-06-04T15:56:16.772670
Naukri,data engineer,Palantir -Pyspark Data Engineer,Tata Consultancy Services,5-9 Yrs,,,,,"Hyderabad, Pune, Bengaluru",Pyspark | Palantir | AWS | Ontology | Contour | Palantir Foundry | Python | Foundry,,1 week ago,3.3,https://www.naukri.com/job-listings-palantir-pyspark-data-engineer-tata-consultancy-services-hyderabad-pune-bengaluru-5-to-9-years-220126039954,2026-06-04T15:56:16.773060
