source,role_search,title,company,experience,salary,salary_min,salary_max,salary_avg,location,skills_raw,description,posted_date,company_rating,job_url,scraped_at,exp_years,salary_tier,role,level,city,work_mode,skills,skill_count,has_salary
Naukri,data analyst,Data Analyst - (Immediate Joiners preferred),Capita,1-5 Yrs,,,,,"Hybrid - Pune, Mumbai (All Areas)",Power Bi | Advanced Excel | Machine Learning | Python | R | Data Visualization | Tableau | Data analysis,,1 day ago,3.5,https://www.naukri.com/job-listings-data-analyst-immediate-joiners-preferred-capita-pune-mumbai-all-areas-1-to-5-years-140526016202,2026-06-04T15:46:40.688202,1.0,Not Disclosed,Data Analyst,Fresher/Junior,Mumbai,Hybrid,"['python', 'excel', 'tableau', 'power bi', 'machine learning']",5,0
Naukri,data analyst,Data Analyst,Capgemini,4-9 Yrs,,,,,"Hybrid - Chennai, Delhi / NCR, Mumbai (All Areas)",Power Bi | Data Analysis | Data Visualization | Tableau | Data Analytics | SQL | Analytics | Analysis,,1 week ago,3.6,https://www.naukri.com/job-listings-data-analyst-capgemini-chennai-delhi-ncr-mumbai-all-areas-4-to-9-years-021225014173,2026-06-04T15:46:40.688621,4.0,Not Disclosed,Data Analyst,Mid-Level,Mumbai,Hybrid,"['sql', 'tableau', 'power bi']",3,0
Naukri,data analyst,Data Analyst,Sbicap Securities,,,,,,Mumbai,Data Analysis | Predictive Modeling | Statistical Modeling | Data Analytics | SQL | Python | Predictive Analytics | Predictive,,3 weeks ago,3.6,https://www.naukri.com/job-listings-data-analyst-sbicap-securities-mumbai-2-to-5-years-130426027758,2026-06-04T15:46:40.689126,,Not Disclosed,Data Analyst,Senior,Mumbai,Onsite,"['python', 'sql']",2,0
Naukri,data analyst,Data Analyst,Snapdeal,1-6 Yrs,,,,,Gurugram,master data | python | metadata | data analysis | data analytics | data management | configuration | data mining,,3+ weeks ago,3.6,https://www.naukri.com/job-listings-data-analyst-jasper-infotech-pvt-ltd-gurugram-1-to-6-years-221025507695,2026-06-04T15:46:40.689529,1.0,Not Disclosed,Data Analyst,Fresher/Junior,Gurugram,Onsite,['python'],1,0
Naukri,data analyst,Data Analyst,Tata Consultancy Services,4-8 Yrs,,,,,"Pune, Bengaluru",Data Analysis | Data Warehousing | Data Analytics | SQL | Data | Analysis | Warehouse | Analytics,,3+ weeks ago,3.3,https://www.naukri.com/job-listings-data-analyst-tata-consultancy-services-pune-bengaluru-4-to-8-years-040526032274,2026-06-04T15:46:40.689927,4.0,Not Disclosed,Data Analyst,Mid-Level,Bangalore,Onsite,['sql'],1,0
Naukri,data analyst,Data Analyst | ETL | Informatica - Hyderabad (Female candidates),Infosys,3-5 Yrs,,,,,Hyderabad,ETL | Etl Pipelines | Data Quality | Data Pipeline | Informatica | Data Warehousing | Data Modeling | Data Integration,,2 weeks ago,3.5,https://www.naukri.com/job-listings-data-analyst-etl-informatica-hyderabad-female-candidates-infosys-hyderabad-3-to-5-years-200526022268,2026-06-04T15:46:40.690371,3.0,Not Disclosed,Data Analyst,Mid-Level,Hyderabad,Onsite,"['etl', 'data pipeline']",2,0
Naukri,data analyst,"Auth Fraud Supervisor- Data Analyst, UIDAI/Bengaluru",National Institute for Smart Government (NISG),6-10 Yrs,,,,,Bengaluru,Data Analysis | Fraud Management | Python | SQL | Fraud Analytics | R | Identity fraud | Business Analysis,,1 week ago,3.5,https://www.naukri.com/job-listings-auth-fraud-supervisor-data-analyst-uidai-bengaluru-national-institute-for-smart-government-nisg-bengaluru-6-to-10-years-300126034060,2026-06-04T15:46:40.690815,6.0,Not Disclosed,Data Analyst,Senior,Bangalore,Onsite,"['python', 'sql']",2,0
Naukri,data analyst,Data Analyst - Tableau/Looker/Salesforce (Remote),Indium Software,2-5 Yrs,,,,,Remote,Reports And Dashboards | Advance Sql | Tableau | Looker | Salesforce | Data Visualization | Data | Reporting,,2 days ago,3.9,https://www.naukri.com/job-listings-data-analyst-tableau-looker-salesforce-remote-indium-software-hyderabad-2-to-5-years-020626009571,2026-06-04T15:46:40.691233,2.0,Not Disclosed,BI Analyst,Fresher/Junior,Remote,Remote,"['sql', 'tableau', 'looker']",3,0
Naukri,data analyst,Data Analyst,MNC,0-2 Yrs,,,,,"Pimpri-Chinchwad, Pune",Google Sheets | Power Bi | MS Office | SQL | Data Analytics | Large Databases | Google Data Studio | data vis,,1 day ago,,https://www.naukri.com/job-listings-data-analyst-tele-infotech-pimpri-chinchwad-pune-0-to-2-years-020626028320,2026-06-04T15:46:40.691679,0.0,Not Disclosed,Data Analyst,Fresher/Junior,Pune,Onsite,"['sql', 'power bi']",2,0
Naukri,data analyst,Data Analyst (English Required),Peroptyx,0-5 Yrs,,,,,Remote,Data Analysis | English | Data Analytics | Data Mapping | Analytics | Mapping | Analysis | Data,,1 day ago,3.2,https://www.naukri.com/job-listings-data-analyst-english-required-peroptyx-mumbai-all-areas-0-to-5-years-020626027790,2026-06-04T15:46:40.692072,0.0,Not Disclosed,Data Analyst,Fresher/Junior,Remote,Remote,[],0,0
Naukri,data analyst,Data Analyst,Bima Kavach,1-3 Yrs,,,,,Bengaluru,database maintenance | python | data analysis | data analytics | predictive analytics | problem solving | machine learning | dashboards,,1 day ago,4.3,https://www.naukri.com/job-listings-data-analyst-bimakavach-bengaluru-1-to-3-years-030626501531,2026-06-04T15:46:40.692470,1.0,Not Disclosed,Data Analyst,Fresher/Junior,Bangalore,Onsite,"['python', 'machine learning']",2,0
Naukri,data analyst,Data Analyst,Edgemed Healthcare,1-4 Yrs,,,,,Mumbai,database maintenance | python | data analysis | data analytics | sas | predictive analytics | problem solving | process improvement,,1 day ago,,https://www.naukri.com/job-listings-data-analyst-edgemed-healthcare-mumbai-1-to-4-years-030626501583,2026-06-04T15:46:40.692894,1.0,Not Disclosed,Data Analyst,Fresher/Junior,Mumbai,Onsite,['python'],1,0
Naukri,data analyst,Data Analyst,Ample Softech System,0-3 Yrs,,,,,"Nagpur, Pune",Power Bi | Data Visualization | Data Analytics | Data Management | Tableau | SQL | Data analysis | Analytics,,6 days ago,4.7,https://www.naukri.com/job-listings-data-analyst-ample-softech-system-nagpur-pune-0-to-3-years-270426007790,2026-06-04T15:46:40.693339,0.0,Not Disclosed,Data Analyst,Fresher/Junior,Pune,Onsite,"['sql', 'tableau', 'power bi']",3,0
Naukri,data analyst,Online Data Analyst Odia (IN),TELUS Digital,0-5 Yrs,,,,,Remote,Oriya | oriya speaker | odiya | Language Editing | Power Bi | Artificial Intelligence | Content Writing | content,,1 week ago,3.5,https://www.naukri.com/job-listings-online-data-analyst-odia-in-telus-digital-india-0-to-5-years-220426038468,2026-06-04T15:46:40.693731,0.0,Not Disclosed,Data Analyst,Fresher/Junior,Remote,Remote,['power bi'],1,0
Naukri,data analyst,Data Analyst,Innova Solutions,7-12 Yrs,,,,,"Hybrid - Hyderabad, Bengaluru, Greater Noida",Banking Analytics | Data Analytics | Python | SQL | Segmentation | Data Analysis | Data | Analytics,,1 day ago,3.3,https://www.naukri.com/job-listings-data-analyst-innova-solutions-hyderabad-bengaluru-greater-noida-7-to-12-years-280426010915,2026-06-04T15:46:40.694154,7.0,Not Disclosed,Data Analyst,Senior,Bangalore,Hybrid,"['python', 'sql']",2,0
Naukri,data analyst,Online Data Analyst - Kannada,TELUS Digital,0-2 Yrs,,,,,Remote,Data Analysis | Mapping | Online Data Analysis | quality assurance | AI models | machine learning | Assurance | Quality,,2 days ago,3.5,https://www.naukri.com/job-listings-online-data-analyst-kannada-telus-digital-bengaluru-0-to-2-years-040325916691,2026-06-04T15:46:40.694541,0.0,Not Disclosed,Data Analyst,Fresher/Junior,Remote,Remote,['machine learning'],1,0
Naukri,data analyst,Data Analyst,MNC,0-2 Yrs,,,,,"Pimpri-Chinchwad, Pune",Google Sheets | Power Bi | MS Office | SQL | Data Analytics | Large Databases | Google Data Studio | data vis,,1 week ago,,https://www.naukri.com/job-listings-data-analyst-tele-infotech-pimpri-chinchwad-pune-0-to-2-years-280526000048,2026-06-04T15:46:40.694950,0.0,Not Disclosed,Data Analyst,Fresher/Junior,Pune,Onsite,"['sql', 'power bi']",2,0
Naukri,data analyst,Data Analyst,Acciojob,0-2 Yrs,,,,,"Chennai, Bengaluru",Data Analytics | Power Bi | Statistics | Python | SQL | Data analysis | Analytics | Data,,1 week ago,3.5,https://www.naukri.com/job-listings-data-analyst-acciojob-chennai-bengaluru-0-to-2-years-260526033652,2026-06-04T15:46:40.695374,0.0,Not Disclosed,Data Analyst,Fresher/Junior,Bangalore,Onsite,"['python', 'sql', 'power bi', 'statistics']",4,0
Naukri,data analyst,Data Analyst,City Montessori School (CMS),0-3 Yrs,,,,,Lucknow,Power Bi | Data Analyst | Tableau | Excel | Python | GOOGLE LOOKER | Artificial Intelligence | SQL,,4 days ago,3.5,https://www.naukri.com/job-listings-data-analyst-city-montessori-school-cms-lucknow-0-to-3-years-300526014475,2026-06-04T15:46:40.695801,0.0,Not Disclosed,Data Analyst,Fresher/Junior,Other,Onsite,"['python', 'sql', 'excel', 'tableau', 'power bi', 'looker']",6,0
Naukri,data analyst,Data Analyst,Concept Kart,0-4 Yrs,,,,,New Delhi,Data Analysis | Power Bi | Data Analytics | SQL | Analytics | Bi | Analysis | Data,,1 week ago,4.6,https://www.naukri.com/job-listings-data-analyst-concept-kart-new-delhi-0-to-4-years-260526034727,2026-06-04T15:46:40.696224,0.0,Not Disclosed,Data Analyst,Fresher/Junior,Delhi,Onsite,"['sql', 'power bi']",2,0
Naukri,data scientist,Data Scientist,HCLTech,5-10 Yrs,,,,,Hyderabad,Artificial Intelligence | Machine Learning | Python | Machine | Data | Intelligence,,2 weeks ago,3.4,https://www.naukri.com/job-listings-data-scientist-hcltech-hyderabad-5-to-10-years-130526042098,2026-06-04T15:50:23.903575,5.0,Not Disclosed,Data Scientist,Mid-Level,Hyderabad,Onsite,"['python', 'machine learning']",2,0
Naukri,data scientist,Data Scientist,Tata Consultancy Services,5-10 Yrs,,,,,"Hyderabad, Chennai",Artificial Intelligence | Machine Learning | Python | Natural Language Processing | Ml | Process | Languages | Machine,,1 week ago,3.3,https://www.naukri.com/job-listings-data-scientist-tata-consultancy-services-hyderabad-chennai-5-to-10-years-260326026450,2026-06-04T15:50:23.904008,5.0,Not Disclosed,Data Scientist,Mid-Level,Hyderabad,Onsite,"['python', 'machine learning', 'nlp']",3,0
Naukri,data scientist,Data Scientist,EXL,5-8 Yrs,,,,,"Hybrid - Gurugram, Bengaluru",Generative Ai | Artificial Intelligence | Python | SQL | Data Science | Data | Intelligence | Science,,1 day ago,3.6,https://www.naukri.com/job-listings-data-scientist-exl-gurugram-bengaluru-5-to-8-years-031125016780,2026-06-04T15:50:23.904420,5.0,Not Disclosed,Data Scientist,Mid-Level,Bangalore,Hybrid,"['python', 'sql']",2,0
Naukri,data scientist,AI / ML Data Scientist I,Nielsen Sports,0-3 Yrs,,,,,Bengaluru,Cloud computing | Operations research | Automation | Primary research | data science | Machine learning | JIRA | Statistics,,1 day ago,3.8,https://www.naukri.com/job-listings-ai-ml-data-scientist-i-nielsen-sports-bengaluru-0-to-3-years-030626504161,2026-06-04T15:50:23.904810,0.0,Not Disclosed,Data Scientist,Fresher/Junior,Bangalore,Onsite,"['machine learning', 'statistics']",2,0
Naukri,data scientist,Data Scientist,Rolls-Royce,,,,,,Bengaluru,save,,Starts in 1-3 months,3.8,https://www.naukri.com/job-listings-data-scientist-rolls-royce-india-private-ltd-bengaluru-3-to-8-years-030626504364,2026-06-04T15:50:23.905283,,Not Disclosed,Data Scientist,Senior,Bangalore,Onsite,[],0,0
Naukri,data scientist,Data Scientist - 23 Feb (Sat)-Weekend Virtual Interview - Pan India,Tata Consultancy Services,6 Yrs,,,,,"India, Bengaluru, Delhi / NCR",Data Science | Python | SQL | Machine Learning | Science | Interviewing | SAT | Machine,,1 day ago,3.3,https://www.naukri.com/job-listings-data-scientist-23-feb-sat-weekend-virtual-interview-pan-india-tata-consultancy-services-bengaluru-delhi-ncr-india-6-to-6-years-210526004106,2026-06-04T15:50:23.905670,6.0,Not Disclosed,Data Scientist,Senior,Bangalore,Onsite,"['python', 'sql', 'machine learning']",3,0
Naukri,data scientist,Data Scientist-Artificial Intelligence,IBM,3-7 Yrs,,,,,Bengaluru,data scientist | python | ai solutions | ai frameworks | ai | cloud platforms | machine learning | artificial intelligence,,1 day ago,3.9,https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-bengaluru-3-to-7-years-030626928132,2026-06-04T15:50:23.906056,3.0,Not Disclosed,Data Scientist,Mid-Level,Bangalore,Onsite,"['python', 'machine learning']",2,0
Naukri,data scientist,Data Scientist,Tata Consultancy Services,6-10 Yrs,,,,,"Hyderabad, Pune, Bengaluru",Machine Learning | Python | SQL | Natural Language Processing | Hadoop | Data | Processing | Languages,,Few hours ago,3.3,https://www.naukri.com/job-listings-data-scientist-tata-consultancy-services-hyderabad-pune-bengaluru-6-to-10-years-040626017185,2026-06-04T15:50:23.906439,6.0,Not Disclosed,Data Scientist,Senior,Bangalore,Onsite,"['python', 'sql', 'hadoop', 'machine learning', 'nlp']",5,0
Naukri,data scientist,Data Scientist -Pan India-   13th May (Wed) - Virtual Interview,Tata Consultancy Services,5-10 Yrs,,,,,"Hyderabad, India, Delhi / NCR",Data Science | Natural Language Processing | Machine Learning | Deep Learning | Python | Data | Science | Interviewing,,1 day ago,3.3,https://www.naukri.com/job-listings-data-scientist-pan-india-13th-may-wed-virtual-interview-tata-consultancy-services-hyderabad-delhi-ncr-india-5-to-10-years-110526013627,2026-06-04T15:50:23.906818,5.0,Not Disclosed,Data Scientist,Mid-Level,Delhi,Onsite,"['python', 'machine learning', 'deep learning', 'nlp']",4,0
Naukri,data scientist,Data Scientist-Artificial Intelligence,IBM,7-9 Yrs,,,,,Bengaluru,data scientist | kubernetes | python | github | natural language processing | ai | react | bootstrap,,1 day ago,3.9,https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-bengaluru-7-to-9-years-030626922864,2026-06-04T15:50:23.907209,7.0,Not Disclosed,Data Scientist,Senior,Bangalore,Onsite,"['python', 'nlp']",2,0
Naukri,data scientist,Walk-in || Data Scientist,Tata Consultancy Services,,,,,,Bengaluru,Natural Language Processing | Python | Tensorflow | Cloud | Numpy | Data | Processing | Languages,,Few hours ago,3.3,https://www.naukri.com/job-listings-data-scientist-tata-consultancy-services-bengaluru-6-to-11-years-040626015793,2026-06-04T15:50:23.907684,,Not Disclosed,Data Scientist,Senior,Bangalore,Onsite,"['python', 'numpy', 'tensorflow', 'nlp']",4,0
Naukri,data scientist,Walk-in || Data Scientist(6+ yrs exp candidates only),Tata Consultancy Services,,,,,,Bengaluru,Data Science | Machine Learning | Python | Machine | Science | Data | Exp,,Few hours ago,3.3,https://www.naukri.com/job-listings-data-scientist-6-yrs-exp-candidates-only-tata-consultancy-services-bengaluru-6-to-11-years-040626010114,2026-06-04T15:50:23.908144,,Not Disclosed,Data Scientist,Senior,Bangalore,Onsite,"['python', 'machine learning']",2,0
Naukri,data scientist,Data Scientist,Careernet,10-20 Yrs,,,,,Hybrid - Bengaluru,Data Science | Ncr | Ccn | Artificial Intelligence | Machine Learning | Machine | Science | Data,,Few hours ago,,https://www.naukri.com/job-listings-data-scientist-careernet-bengaluru-10-to-20-years-040626018097,2026-06-04T15:50:23.908511,10.0,Not Disclosed,Data Scientist,Senior,Bangalore,Hybrid,['machine learning'],1,0
Naukri,data scientist,Data Scientist,Ujjivan Small Finance Bank,3-6 Yrs,,,,,Bengaluru,Fraud Analytics | Transaction Monitoring | Fraud Prevention | Fraud Analysis | Credit Card Fraud | Fraud Detection | Analytics | Cards,,Few hours ago,4.0,https://www.naukri.com/job-listings-data-scientist-ujjivan-small-finance-bank-bengaluru-3-to-6-years-040626013475,2026-06-04T15:50:23.908948,3.0,Not Disclosed,Data Scientist,Mid-Level,Bangalore,Onsite,[],0,0
Naukri,data scientist,Data Scientist,Ujjivan Small Finance Bank,3-6 Yrs,,,,,Bengaluru,python | Campaign Analytics | Advanced Analytics | Machine Learning Algorithms | Machine Learning | Customer Segmentation | Market Mix Modelling | Statistical Modeling,,Few hours ago,4.0,https://www.naukri.com/job-listings-data-scientist-ujjivan-small-finance-bank-bengaluru-3-to-6-years-040626012537,2026-06-04T15:50:23.909367,3.0,Not Disclosed,Data Scientist,Mid-Level,Bangalore,Onsite,"['python', 'machine learning']",2,0
Naukri,data scientist,Data Scientist/AI-ML,Codepanda Academy,0-5 Yrs,,,,,"Noida, Gurugram, Delhi / NCR",Data Science | Business Intelligence | Generative AI | Artificial Intelligence | LLM | Machine Learning | Ml Algorithms | SQL,,5 days ago,4.5,https://www.naukri.com/job-listings-data-scientist-ai-ml-codepanda-academy-noida-gurugram-delhi-ncr-0-to-5-years-290526023855,2026-06-04T15:50:23.909778,0.0,Not Disclosed,Data Scientist,Fresher/Junior,Delhi,Onsite,"['sql', 'machine learning']",2,0
Naukri,data scientist,Data Scientist- Gen AI,Fractal Analytics,1-6 Yrs,,,,,"Noida, Mumbai, Hyderabad, Pune, Chennai, Gurugram, Bengaluru",Computer vision | GIT | GCP | Analytical | Django | Software development life cycle | Workflow | Application development,,2 days ago,4.0,https://www.naukri.com/job-listings-data-scientist-gen-ai-fractal-analytics-ltd-noida-mumbai-hyderabad-pune-chennai-gurugram-bengaluru-1-to-6-years-020626500303,2026-06-04T15:50:23.910157,1.0,Not Disclosed,Data Scientist,Fresher/Junior,Mumbai,Onsite,"['gcp', 'git']",2,0
Naukri,data scientist,Data Scientist (ML/AI),Philips,5-10 Yrs,,,,,Bengaluru,time series analysis | python | scikit-learn | mathematics | microsoft azure | machine learning | artificial intelligence | sql,,2 days ago,3.8,https://www.naukri.com/job-listings-data-scientist-ml-ai-philips-india-limited-bengaluru-5-to-10-years-020626502504,2026-06-04T15:50:23.910536,5.0,Not Disclosed,Data Scientist,Mid-Level,Bangalore,Onsite,"['python', 'sql', 'scikit-learn', 'azure', 'machine learning']",5,0
Naukri,data scientist,Data Scientist,Tata Consultancy Services,5-10 Yrs,,,,,"Chennai, Bengaluru, Mumbai (All Areas)",Data Science | Generative Ai | Typescript | Aiml | Microservices | DeepEval | Python | Data,,4 days ago,3.3,https://www.naukri.com/job-listings-data-scientist-tata-consultancy-services-chennai-bengaluru-mumbai-all-areas-5-to-10-years-310526002811,2026-06-04T15:50:23.910915,5.0,Not Disclosed,Data Scientist,Mid-Level,Mumbai,Onsite,['python'],1,0
Naukri,data scientist,Data Scientist /AI ML Engineer,Globallogic,5-10 Yrs,,,,,Bengaluru,hive | fundamentals | cursor | algorithms | data warehousing | data pipeline | artificial intelligence | sql,,2 days ago,3.5,https://www.naukri.com/job-listings-data-scientist-ai-ml-engineer-globallogic-bengaluru-5-to-10-years-020626016711,2026-06-04T15:50:23.911299,5.0,Not Disclosed,ML Engineer,Mid-Level,Bangalore,Onsite,"['sql', 'data pipeline']",2,0
Naukri,data engineer,Data Engineer,Google,0 Yrs,,,,,Bengaluru,Product management | Product engineering | Analytical | Machine learning | Data structures | Data processing | Data quality | Data mining,,3+ weeks ago,4.4,https://www.naukri.com/job-listings-data-engineer-google-india-private-limited-bengaluru-0-to-0-years-090725503768,2026-06-04T15:54:06.333755,0.0,Not Disclosed,Data Engineer,Fresher/Junior,Bangalore,Onsite,['machine learning'],1,0
Naukri,data engineer,Azure Data Engineer or Big data developer,HCLTech,7-12 Yrs,,,,,"Pune, Chennai, Bengaluru",Pyspark | Data Engineering | Software Engineering | Big Data | Spark | Data Bricks | Python | Software,,2 weeks ago,3.4,https://www.naukri.com/job-listings-azure-data-engineer-or-big-data-developer-hcltech-pune-chennai-bengaluru-7-to-12-years-130526041399,2026-06-04T15:54:06.334220,7.0,Not Disclosed,Data Engineer,Senior,Bangalore,Onsite,"['python', 'spark', 'pyspark']",3,0
Naukri,data engineer,BI Developer- Data Engineer,Tata Consultancy Services,6-10 Yrs,,,,,"Pune, Chennai, Bengaluru",T-SQL | Power Bi | SSAS | Dax | Data Modeling | Microsoft Technology Ecosystem | GIT | Visual Studio,,1 week ago,3.3,https://www.naukri.com/job-listings-bi-developer-data-engineer-tata-consultancy-services-pune-chennai-bengaluru-6-to-10-years-050426004042,2026-06-04T15:54:06.334609,6.0,Not Disclosed,Data Engineer,Senior,Bangalore,Onsite,"['sql', 'power bi', 'git']",3,0
Naukri,data engineer,Data Engineer,IQVIA,6-11 Yrs,,,,,"Hybrid - Pune, Gurugram, Bengaluru",Pyspark | Data Engineering | Data Bricks | SQL | Azure | Azure Databricks | Azure Data Factory | Azure Synapse,,1 day ago,3.7,https://www.naukri.com/job-listings-data-engineer-iqvia-pune-gurugram-bengaluru-6-to-11-years-110325014320,2026-06-04T15:54:06.334992,6.0,Not Disclosed,Data Engineer,Senior,Bangalore,Hybrid,"['sql', 'databricks', 'azure', 'pyspark']",4,0
Naukri,data engineer,Palantir -Pyspark Data Engineer,Tata Consultancy Services,5-9 Yrs,,,,,"Hyderabad, Pune, Bengaluru",Pyspark | Palantir | AWS | Ontology | Contour | Palantir Foundry | Python | Foundry,,1 week ago,3.3,https://www.naukri.com/job-listings-palantir-pyspark-data-engineer-tata-consultancy-services-hyderabad-pune-bengaluru-5-to-9-years-220126039954,2026-06-04T15:54:06.335375,5.0,Not Disclosed,Data Engineer,Mid-Level,Bangalore,Onsite,"['python', 'aws', 'pyspark']",3,0
Naukri,data engineer,"Walk-in || Hadoop, Spark, Scala - Data Engineer",Tata Consultancy Services,,,,,,Bengaluru,Data Engineering | Hadoop | SCALA | HDFS | Spark | Azure | Hive | Kafka,,1 day ago,3.3,https://www.naukri.com/job-listings-hadoop-spark-scala-data-engineer-tata-consultancy-services-bengaluru-5-to-10-years-020326027899,2026-06-04T15:54:06.335849,,Not Disclosed,Data Engineer,Senior,Bangalore,Onsite,"['spark', 'hadoop', 'kafka', 'azure']",4,0
Naukri,data engineer,Data Engineer,Rolls-Royce,6-11 Yrs,,,,,Bengaluru,Supply chain | MS SQL | Linux | Data management | Data modeling | RDBMS | Agile | microsoft,,1 day ago,3.8,https://www.naukri.com/job-listings-data-engineer-rolls-royce-india-private-ltd-bengaluru-6-to-11-years-030626502032,2026-06-04T15:54:06.336238,6.0,Not Disclosed,Data Engineer,Senior,Bangalore,Onsite,['sql'],1,0
Naukri,data engineer,Data Engineer,Accenture,2-7 Yrs,,,,,Hyderabad,Compliance | Azure | Automation | Data Pipelines | Architecture | Data Management | Data Integration | Data Quality,,Few hours ago,3.7,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-hyderabad-2-to-7-years-040626918824,2026-06-04T15:54:06.336625,2.0,Not Disclosed,Data Engineer,Fresher/Junior,Hyderabad,Onsite,['azure'],1,0
Naukri,data engineer,Data Engineers & Architects,Exalans And Hunar Corporate Solutions,7-12 Yrs,,,,,"Kochi, Bengaluru, Thiruvananthapuram",Data Engineering | Python | Etl Pipelines | Architecture | ETL | Pipeline | Data architecture | Data,,3+ weeks ago,,https://www.naukri.com/job-listings-data-engineers-architects-exalans-and-hunar-corporate-solutions-kochi-bengaluru-thiruvananthapuram-7-to-12-years-060526014370,2026-06-04T15:54:06.337049,7.0,Not Disclosed,Data Engineer,Senior,Bangalore,Onsite,"['python', 'etl']",2,0
Naukri,data engineer,Pyspark -Palantir Core- Data Engineer,Tata Consultancy Services,6-10 Yrs,,,,,"Pune, Bengaluru, Mumbai (All Areas)",Pyspark | Data Engineering | AWS | SQL | Snowflake | Data Bricks | Python | Bricks,,3+ weeks ago,3.3,https://www.naukri.com/job-listings-pyspark-palantir-core-data-engineer-tata-consultancy-services-pune-bengaluru-mumbai-all-areas-6-to-10-years-090326005611,2026-06-04T15:54:06.337458,6.0,Not Disclosed,Data Engineer,Senior,Mumbai,Onsite,"['python', 'sql', 'snowflake', 'aws', 'pyspark']",5,0
Naukri,data engineer,Data Engineer,Accenture,15-20 Yrs,,,,,Navi Mumbai,pyspark | data engineering | data pipeline architecture | etl | data integration | hive | python | data analysis,,3+ weeks ago,3.7,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-navi-mumbai-15-to-20-years-040526917231,2026-06-04T15:54:06.337837,15.0,Not Disclosed,Data Engineer,Senior,Mumbai,Onsite,"['python', 'pyspark', 'etl', 'data pipeline']",4,0
Naukri,data engineer,Manager / Data Engineer-Data Architect,Benovymed Healthcare,3-15 Yrs,,,,,New Delhi,C++ | Data analysis | Data management | Data modeling | MySQL | Healthcare | Perl | Analytics,,3+ weeks ago,,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-new-delhi-3-to-15-years-010525502789,2026-06-04T15:54:06.338184,3.0,Not Disclosed,Data Engineer,Mid-Level,Delhi,Onsite,[],0,0
Naukri,data engineer,Data Engineer,Accenture,5-10 Yrs,,,,,Bengaluru,Data Engineer | Java | Azure | Data Engineering | Data Pipelines | Big Data | Database Design | Programming,,Few hours ago,3.7,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-5-to-10-years-040626919243,2026-06-04T15:54:06.338564,5.0,Not Disclosed,Data Engineer,Mid-Level,Bangalore,Onsite,['azure'],1,0
