source,role_search,title,company,experience,salary,salary_min,salary_max,salary_avg,location,skills_raw,description,posted_date,company_rating,job_url,scraped_at,exp_years,salary_tier,role,level,city,work_mode,skills,skill_count,has_salary
Naukri,power bi analyst,Sr. Analyst - Power BI,Proclink,5-7 Yrs,,,,,Ahmedabad,python | data analysis | data analytics | ssas | bi | power bi | data warehousing | dashboards,,2 weeks ago,3.5,https://www.naukri.com/job-listings-sr-analyst-power-bi-proclink-consulting-services-llp-ahmedabad-5-to-7-years-200526501156,2026-06-04T16:05:15.233044,5.0,Not Disclosed,BI Analyst,Mid-Level,Other,Onsite,"['python', 'power bi']",2,0
Naukri,power bi analyst,Client Consulting Analyst (vendor/operations/Power BI/invoices),Visa Consolidated Support Services India,5-7 Yrs,,,,,Bengaluru,forecasting | vendor management | project management | data analysis | issue resolution | power bi | process improvement | business planning,,1 day ago,3.5,https://www.naukri.com/job-listings-client-consulting-analyst-vendor-operations-power-bi-invoices-visa-consolidated-support-services-india-pvt-ltd-bengaluru-5-to-7-years-030626914520,2026-06-04T16:05:15.233425,5.0,Not Disclosed,BI Analyst,Mid-Level,Bangalore,Onsite,['power bi'],1,0
Naukri,power bi analyst,"Senior Data Analyst - Data Governance, Power BI",Optum,5-10 Yrs,,,,,Gurugram,compliance | data analytics | data analysis | data management | data lineage | ai | power bi | auditing,,1 day ago,4.0,https://www.naukri.com/job-listings-senior-data-analyst-data-governance-power-bi-optum-global-solutions-india-private-limited-gurugram-5-to-10-years-030626913331,2026-06-04T16:05:15.233808,5.0,Not Disclosed,BI Analyst,Senior,Gurugram,Onsite,['power bi'],1,0
Naukri,power bi analyst,IAM Power BI Analyst,Zuna Solutions,8-13 Yrs,,,,,Remote,Identity Access Management | Power Bi | Power Query | IAM | Iam Tools | Entra Id | ISO | Sailpoint,,2 weeks ago,,https://www.naukri.com/job-listings-iam-power-bi-analyst-zuna-solutions-bengaluru-8-to-13-years-200526001576,2026-06-04T16:05:15.234154,8.0,Not Disclosed,BI Analyst,Senior,Remote,Remote,['power bi'],1,0
Naukri,power bi analyst,Urgent Hiring Accounts Analyst  SAP & Power BI-(5-6years Exp) Kolkata,TYASuite Software Solutions Pvt Ltd,5-6 Yrs,,,,,Kolkata,SAP | Power Bi | Accounting | ERP | Financial Analysis | Finance | Analysis | Bi,,1 week ago,2.7,https://www.naukri.com/job-listings-urgent-hiring-accounts-analyst-sap-power-bi-5-6years-exp-kolkata-tyasuite-software-solutions-pvt-ltd-kolkata-5-to-6-years-130526016282,2026-06-04T16:05:15.234566,5.0,Not Disclosed,BI Analyst,Mid-Level,Kolkata,Onsite,['power bi'],1,0
Naukri,power bi analyst,Data Analyst/ Power BI Developer,Ethiqual Global,3-5 Yrs,,,,,Pune,Data Analytics | Power Bi Dashboards | Power Bi | Data Visualization | Dax | Dashboards | SQL | Python,,1 week ago,3.2,https://www.naukri.com/job-listings-data-analyst-power-bi-developer-ethiqual-global-pune-3-to-5-years-250526009171,2026-06-04T16:05:15.235004,3.0,Not Disclosed,BI Analyst,Mid-Level,Pune,Onsite,"['python', 'sql', 'power bi']",3,0
Naukri,power bi analyst,"Investment Risk Analyst (CFA/FRM, SQL, Power BI, Python)",Franklin templeton asset management (india)pvt,4-6 Yrs,,,,,Hyderabad,Front office | Operations research | Data management | Wealth management | Data quality | Asset management | Investment management | Medical insurance,,1 week ago,3.8,https://www.naukri.com/job-listings-investment-risk-analyst-cfa-frm-sql-power-bi-python-franklin-templeton-asset-management-india-pvt-hyderabad-4-to-6-years-270526502660,2026-06-04T16:05:15.235393,4.0,Not Disclosed,BI Analyst,Mid-Level,Hyderabad,Onsite,[],0,0
Naukri,power bi analyst,Product Analyst (Power BI / Data Analytics ),Lumel Technologies,1-3 Yrs,,,,,Chennai,python | data analytics | data analysis | ssas | data mining | bi | power bi | data warehousing,,5 days ago,3.7,https://www.naukri.com/job-listings-product-analyst-power-bi-data-analytics-lumel-chennai-1-to-3-years-290526507383,2026-06-04T16:05:15.235772,1.0,Not Disclosed,BI Analyst,Fresher/Junior,Chennai,Onsite,"['python', 'power bi']",2,0
Naukri,power bi analyst,Power Bi Analyst,NCR Atleos,1-3 Yrs,,,,,Mumbai (All Areas)(Vikhroli),Power Bi | Power Bi Reports | Microsoft Power Bi | Bi | Data Visualization | Dax | Data Analytics | SQL,,1 week ago,3.8,https://www.naukri.com/job-listings-power-bi-analyst-ncr-corporation-mumbai-all-areas-1-to-3-years-260526014676,2026-06-04T16:05:15.236152,1.0,Not Disclosed,BI Analyst,Fresher/Junior,Mumbai,Onsite,"['sql', 'power bi']",2,0
Naukri,power bi analyst,BI Analyst - Power BI,Leading Client,2-5 Yrs,,,,,"Mumbai, Hyderabad, Bengaluru",Power BI | Data Modelling | Business Intelligence | Azure | Excel | Dashboard | DAX | ETL,,1 week ago,,https://www.naukri.com/job-listings-bi-analyst-power-bi-talent-corner-hr-services-pvt-ltd-mumbai-hyderabad-bengaluru-2-to-5-years-260526928133,2026-06-04T16:05:15.236520,2.0,Not Disclosed,BI Analyst,Fresher/Junior,Mumbai,Onsite,"['excel', 'power bi', 'azure', 'etl']",4,0
Naukri,power bi analyst,Power BI Analyst,360DigiTMG,3-5 Yrs,,,,,Chennai,SQL queries | Data analysis | Excel | Data modeling | BI Analyst | Analytical | power bi | SQL,,5 days ago,4.1,https://www.naukri.com/job-listings-power-bi-analyst-360digitmg-chennai-3-to-5-years-290526504065,2026-06-04T16:05:15.236902,3.0,Not Disclosed,BI Analyst,Mid-Level,Chennai,Onsite,"['sql', 'excel', 'power bi']",3,0
Naukri,power bi analyst,Senior Power BI Analyst,NuStar Technologies,8-13 Yrs,,,,,"Chennai, Bengaluru, Delhi / NCR",Power Bi | Data Analysis | Banking Domain Knowledge | Data Quality | Risk | Advance Sql | Tableau | Dashboards,,6 days ago,,https://www.naukri.com/job-listings-senior-power-bi-analyst-nustar-technologies-chennai-bengaluru-delhi-ncr-8-to-13-years-290526001365,2026-06-04T16:05:15.237265,8.0,Not Disclosed,BI Analyst,Senior,Bangalore,Onsite,"['sql', 'tableau', 'power bi']",3,0
Naukri,power bi analyst,Data Analyst (Power BI & Azure Databricks),Bridgestone - Global Capability Center,4-7 Yrs,,,,,Hybrid - Bengaluru,Power Bi | Azure Databricks | Analytics | Python | SQL | Tableau | Microsoft Azure | Data analysis,,1 week ago,4.0,https://www.naukri.com/job-listings-data-analyst-power-bi-azure-databricks-bridgestone-global-capability-center-bengaluru-4-to-7-years-250526007034,2026-06-04T16:05:15.237647,4.0,Not Disclosed,BI Analyst,Mid-Level,Bangalore,Hybrid,"['python', 'sql', 'tableau', 'power bi', 'databricks', 'azure']",6,0
Naukri,power bi analyst,Power BI Technical Lead (Lead Analyst),CGI,9-14 Yrs,,,,,Chennai,technical lead | snowflake | data analytics | sap | oracle | power bi | data warehousing | cognos,,1 week ago,4.0,https://www.naukri.com/job-listings-power-bi-technical-lead-lead-analyst-cgi-information-systems-and-management-consultants-chennai-9-to-14-years-210526923107,2026-06-04T16:05:15.238026,9.0,Not Disclosed,BI Analyst,Senior,Chennai,Onsite,"['power bi', 'snowflake']",2,0
Naukri,power bi analyst,Senior Power BI Analyst,Nustar Technologies,8-13 Yrs,,,,,"Hyderabad, Chennai, Bengaluru",Power Bi | key performance indicators | Reporting | Bi | Senior | Performance | Key,,1 week ago,,https://www.naukri.com/job-listings-senior-power-bi-analyst-nustar-technologies-hyderabad-chennai-bengaluru-8-to-13-years-260526018019,2026-06-04T16:05:15.238389,8.0,Not Disclosed,BI Analyst,Senior,Bangalore,Onsite,['power bi'],1,0
Naukri,power bi analyst,FP & A Analyst ( Power BI ),Telarix,4-6 Yrs,,,,,Bengaluru,Accountancy | Analytical skills | Financial statements | Senior Analyst | Accounting | Business Finance | power bi | Oracle,,3+ weeks ago,,https://www.naukri.com/job-listings-fp-a-analyst-power-bi-telarix-bengaluru-4-to-6-years-300422500639,2026-06-04T16:05:58.679680,4.0,Not Disclosed,BI Analyst,Mid-Level,Bangalore,Onsite,['power bi'],1,0
Naukri,power bi analyst,"Data Analyst (Business Intelligence,Python,Machine Learning,Power BI )",FIS,4-8 Yrs,,,,,Gurugram,data analyst | python | storytelling | data analysis | ai | power bi | numpy | machine learning,,1 week ago,3.8,https://www.naukri.com/job-listings-data-analyst-business-intelligence-python-machine-learning-power-bi-fis-global-business-solutions-india-pvt-ltd-gurugram-4-to-8-years-270526928124,2026-06-04T16:05:58.681225,4.0,Not Disclosed,ML Engineer,Mid-Level,Gurugram,Onsite,"['python', 'power bi', 'numpy', 'machine learning']",4,0
Naukri,power bi analyst,Business Analyst Power BI,Novo Nordisk,3-5 Yrs,,,,,Bengaluru,bi tools | python | data analysis | power bi dashboards | design | power bi | data visualization | Data,,3+ weeks ago,3.6,https://www.naukri.com/job-listings-business-analyst-power-bi-novo-nordisk-centre-india-pvt-ltd-bengaluru-3-to-5-years-260425504269,2026-06-04T16:05:58.682904,3.0,Not Disclosed,BI Analyst,Mid-Level,Bangalore,Onsite,"['python', 'power bi']",2,0
Naukri,power bi analyst,Business Analyst (Power BI & SQL),anblicks,4-9 Yrs,,,,,Ahmedabad,SQL queries | Data analysis | Data validation | Business Analyst | Analytical | Reconciliation | power bi | Data quality,,3+ weeks ago,4.1,https://www.naukri.com/job-listings-business-analyst-power-bi-sql-anblicks-ahmedabad-4-to-9-years-240326500874,2026-06-04T16:05:58.684098,4.0,Not Disclosed,BI Analyst,Mid-Level,Other,Onsite,"['sql', 'power bi']",2,0
Naukri,power bi analyst,Senior Data Analyst (Power BI),tsworks,5-8 Yrs,,,,,Bengaluru,Supply chain | Hospitality | Performance tuning | Data analysis | Data modeling | power bi | microsoft | Business intelligence,,3+ weeks ago,5.0,https://www.naukri.com/job-listings-senior-data-analyst-power-bi-tsworks-bengaluru-5-to-8-years-230925505758,2026-06-04T16:05:58.684479,5.0,Not Disclosed,BI Analyst,Senior,Bangalore,Onsite,['power bi'],1,0
Naukri,power bi analyst,Financial Planning Analyst-Power BI,EY,6-11 Yrs,,,,,Hybrid - Kochi,Power Bi | Financial Planning And Analysis | Budgeting | Variance Analysis | Forecasting | Financial Forecasting | FPA | Financial Planning,,1 week ago,3.4,https://www.naukri.com/job-listings-financial-planning-analyst-power-bi-ey-kochi-6-to-11-years-220526032535,2026-06-04T16:05:58.684887,6.0,Not Disclosed,BI Analyst,Senior,Other,Hybrid,['power bi'],1,0
Naukri,power bi analyst,Data Analyst (Power BI & Advanced Excel) | 2-4 Years,Millennium Organisation,2-4 Yrs,,,,,Mumbai (All Areas),Power Bi Dashboards | Power Bi | Data Analysis | Advanced Excel | Power Bi Reports | Pivot Table | VLOOKUP | Formulas,,1 week ago,4.3,https://www.naukri.com/job-listings-data-analyst-power-bi-advanced-excel-2-4-years-millennium-organisation-mumbai-all-areas-2-to-4-years-220526017849,2026-06-04T16:05:58.685303,2.0,Not Disclosed,BI Analyst,Fresher/Junior,Mumbai,Onsite,"['excel', 'power bi']",2,0
Naukri,power bi analyst,Senior Data Analyst (Power BI),Netstratum,5-10 Yrs,,,,,Kochi,Computer science | Telecom | Data modeling | Analytical | Senior Data Analyst | Agile | microsoft | digital transformation,,3+ weeks ago,4.4,https://www.naukri.com/job-listings-senior-data-analyst-power-bi-netstratum-kochi-5-to-10-years-210426500750,2026-06-04T16:05:58.686069,5.0,Not Disclosed,BI Analyst,Senior,Other,Onsite,[],0,0
Naukri,power bi analyst,Data Analyst (Power BI Developer),"Our Client is an AI Company, data engineering, and business consulting firm. Headquartered in Blr",6-10 Yrs,,,,,"Hybrid - Hyderabad, Bengaluru, Delhi / NCR",Performance Optimization | Power Bi | Dax | Data Modeling | Dashboards | Data Analytics | Analytics | Modeling,,2 weeks ago,,https://www.naukri.com/job-listings-data-analyst-power-bi-developer-bellfast-management-hyderabad-bengaluru-delhi-ncr-6-to-10-years-200526014327,2026-06-04T16:05:58.686858,6.0,Not Disclosed,BI Analyst,Senior,Bangalore,Hybrid,['power bi'],1,0
Naukri,sql developer,Intern SQL Developer,Crisil,,,,,,Mumbai,save,,Starts in 1-3 months,3.5,https://www.naukri.com/job-listings-intern-sql-developer-crisil-mumbai-0-to-1-years-030226503057,2026-06-04T16:08:57.981527,,Not Disclosed,SQL Developer,Fresher/Junior,Mumbai,Onsite,[],0,0
Naukri,sql developer,Senior Java SQL Developer,Infosys,7-10 Yrs,,,,,"Hyderabad, Pune, Bengaluru",Java | SQL | Hibernate | Spring Boot | Rest Api Services | Microservices | Development | Boot,,1 week ago,3.5,https://www.naukri.com/job-listings-senior-java-sql-developer-infosys-hyderabad-pune-bengaluru-7-to-10-years-100625030110,2026-06-04T16:08:57.982033,7.0,Not Disclosed,SQL Developer,Senior,Bangalore,Onsite,"['sql', 'api']",2,0
Naukri,sql developer,SQL Developer,Billions United,0-2 Yrs,,,,,Bengaluru,database management system | sql development | modeling | sql queries | oracle | dbms | analysis | database administration,,3+ weeks ago,,https://www.naukri.com/job-listings-sql-developer-billions-united-bengaluru-0-to-2-years-250725500805,2026-06-04T16:08:57.982390,0.0,Not Disclosed,SQL Developer,Fresher/Junior,Bangalore,Onsite,['sql'],1,0
Naukri,sql developer,SQL Developer,Origent Technologies,3-7 Yrs,,,,,Ernakulam,save,,6 days ago,4.2,https://www.naukri.com/job-listings-sql-developer-origent-technologies-ernakulam-3-to-7-years-040523006443,2026-06-04T16:08:57.983031,3.0,Not Disclosed,SQL Developer,Mid-Level,Other,Onsite,[],0,0
Naukri,sql developer,Sql Developer,Pristine It Code,2-4 Yrs,,,,,Mumbai(Hiranandani Gardens Powai),save,,Few hours ago,4.3,https://www.naukri.com/job-listings-sql-developer-pristine-it-code-mumbai-2-to-4-years-250125013263,2026-06-04T16:08:57.983450,2.0,Not Disclosed,SQL Developer,Fresher/Junior,Mumbai,Onsite,[],0,0
Naukri,sql developer,Sql Developer,7x Fintech,3-8 Yrs,,,,,Bhubaneswar,Postgresql | MySQL | Database Design | Database Administration | Mysql Database | Mariadb | MongoDB | Database Migration,,2 weeks ago,4.0,https://www.naukri.com/job-listings-sql-developer-7x-fintech-bhubaneswar-3-to-8-years-200526034081,2026-06-04T16:08:57.983867,3.0,Not Disclosed,SQL Developer,Mid-Level,Other,Onsite,[],0,0
Naukri,sql developer,Sql Developer,Applied Information Inc (India),4-6 Yrs,,,,,Mohali,save,,6 days ago,4.7,https://www.naukri.com/job-listings-sql-developer-applied-information-inc-india-mohali-4-to-6-years-031225029438,2026-06-04T16:08:57.984246,4.0,Not Disclosed,SQL Developer,Mid-Level,Other,Onsite,[],0,0
Naukri,sql developer,SQL developer with Python expertise,Kyndryl,5-10 Yrs,,,,,Bengaluru,save,,2 weeks ago,4.0,https://www.naukri.com/job-listings-200526503296,2026-06-04T16:08:57.984605,5.0,Not Disclosed,SQL Developer,Mid-Level,Bangalore,Onsite,[],0,0
Naukri,sql developer,Sql Developer,Black Turtle,7-12 Yrs,,,,,Pune(Magarpatta),save,,3 days ago,,https://www.naukri.com/job-listings-sql-developer-black-turtle-pune-7-to-12-years-180526016989,2026-06-04T16:08:57.984988,7.0,Not Disclosed,SQL Developer,Senior,Pune,Onsite,[],0,0
Naukri,sql developer,SQL Developer,Frontline Managed Services,3-5 Yrs,,,,,Remote,save,,6 days ago,3.6,https://www.naukri.com/job-listings-sql-developer-frontline-managed-services-north-goa-3-to-5-years-290526011048,2026-06-04T16:08:57.985355,3.0,Not Disclosed,SQL Developer,Mid-Level,Remote,Remote,[],0,0
Naukri,sql developer,SQL Developer,Cloudsmartz,2-4 Yrs,,,,,Mohali,save,,2 days ago,3.6,https://www.naukri.com/job-listings-sql-developer-cloudsmartz-mohali-2-to-4-years-020626500145,2026-06-04T16:08:57.985720,2.0,Not Disclosed,SQL Developer,Fresher/Junior,Other,Onsite,[],0,0
Naukri,sql developer,Sql Developer,Leading Client,5-10 Yrs,,,,,Mumbai,save,,1 week ago,,https://www.naukri.com/job-listings-sql-developer-ideslabs-private-limited-mumbai-5-to-10-years-280526921575,2026-06-04T16:08:57.986057,5.0,Not Disclosed,SQL Developer,Mid-Level,Mumbai,Onsite,[],0,0
Naukri,sql developer,PowerBI & SQL Developer,Swits Digital,5-10 Yrs,,,,,Chennai,save,,1 week ago,3.9,https://www.naukri.com/job-listings-powerbi-sql-developer-swits-digital-private-limited-chennai-5-to-10-years-270526501467,2026-06-04T16:08:57.986426,5.0,Not Disclosed,SQL Developer,Mid-Level,Chennai,Onsite,[],0,0
Naukri,sql developer,Sql Developer,Tekskills,4-9 Yrs,,,,,Mumbai (All Areas),save,,5 days ago,,https://www.naukri.com/job-listings-sql-developer-tekskills-india-mumbai-all-areas-4-to-9-years-290526919178,2026-06-04T16:08:57.986760,4.0,Not Disclosed,SQL Developer,Mid-Level,Mumbai,Onsite,[],0,0
Naukri,sql developer,Lead SQL Developer,Aon,10-15 Yrs,,,,,Bengaluru,save,,1 week ago,3.8,https://www.naukri.com/job-listings-lead-sql-developer-aon-bengaluru-10-to-15-years-260526032067,2026-06-04T16:08:57.987124,10.0,Not Disclosed,SQL Developer,Senior,Bangalore,Onsite,[],0,0
Naukri,sql developer,Sql Developer,Texlon,3-10 Yrs,,,,,"Noida, Bengaluru, Greater Noida",save,,2 days ago,2.1,https://www.naukri.com/job-listings-sql-developer-texlon-noida-bengaluru-greater-noida-3-to-10-years-020626013325,2026-06-04T16:08:57.987506,3.0,Not Disclosed,SQL Developer,Mid-Level,Bangalore,Onsite,[],0,0
Naukri,sql developer,SQL Developer,Leading Client,4-9 Yrs,,,,,"Noida, Hyderabad, Bengaluru",SQL | Query Optimization | PL/SQL | Oracle Database | Stored Procedures | MySQL | Database Design | SQL Queries,,1 week ago,,https://www.naukri.com/job-listings-sql-developer-iospl-technology-services-private-limited-noida-hyderabad-bengaluru-4-to-9-years-250526927633,2026-06-04T16:08:57.987881,4.0,Not Disclosed,SQL Developer,Mid-Level,Bangalore,Onsite,['sql'],1,0
Naukri,sql developer,Opening For SQL developer,Tekskills India Pvt ltd,5-10 Yrs,,,,,Bengaluru,save,,5 days ago,,https://www.naukri.com/job-listings-opening-for-sql-developer-tekskills-bengaluru-5-to-10-years-290526921287,2026-06-04T16:08:57.988220,5.0,Not Disclosed,SQL Developer,Mid-Level,Bangalore,Onsite,[],0,0
Naukri,sql developer,Opening For SQL developer,Tekskills India Pvt ltd,5-10 Yrs,,,,,Chennai,save,,5 days ago,,https://www.naukri.com/job-listings-opening-for-sql-developer-tekskills-chennai-5-to-10-years-290526921286,2026-06-04T16:08:57.988558,5.0,Not Disclosed,SQL Developer,Mid-Level,Chennai,Onsite,[],0,0
Naukri,sql developer,Opening For SQL developer,Tekskills India Pvt ltd,5-10 Yrs,,,,,Noida,save,,5 days ago,,https://www.naukri.com/job-listings-opening-for-sql-developer-tekskills-noida-5-to-10-years-290526921284,2026-06-04T16:08:57.988900,5.0,Not Disclosed,SQL Developer,Mid-Level,Noida,Onsite,[],0,0
Naukri,analytics engineer,Analytics Engineer,Earnin,2-7 Yrs,,,,,Bengaluru,Data modeling | Postgresql | Schema | Data structures | Healthcare | Data quality | QlikView | Business intelligence,,1 day ago,,https://www.naukri.com/job-listings-analytics-engineer-earnin-bengaluru-2-to-7-years-030626502365,2026-06-04T16:12:40.498209,2.0,Not Disclosed,Other,Fresher/Junior,Bangalore,Onsite,[],0,0
Naukri,analytics engineer,"Google Analytics Engineer (GA4, GTM & BigQuery)",Neuronimbus Software Services,3-7 Yrs,,,,,Remote,Google Analytics 4 | Google Tag Manager | BigQuery | Google Cloud Platform | Data Modeling | Dashboarding | Data Warehousing | ETL,,1 day ago,4.1,https://www.naukri.com/job-listings-google-analytics-engineer-ga4-gtm-bigquery-neuronimbus-software-services-gurugram-3-to-7-years-030626016740,2026-06-04T16:12:40.498713,3.0,Not Disclosed,Other,Mid-Level,Remote,Remote,"['bigquery', 'etl']",2,0
Naukri,analytics engineer,Google Analytics Engineer,HCLTech,5-10 Yrs,,,,,"Hyderabad, Chennai, Bengaluru",Google Analytics 4 | Tagging | Google Tag Manager | Conversion Tracking | Event Tracking | Management | Conversions | Analytics,,Today,3.4,https://www.naukri.com/job-listings-google-analytics-engineer-hcltech-hyderabad-chennai-bengaluru-5-to-10-years-040626000318,2026-06-04T16:12:40.499142,5.0,Not Disclosed,Other,Mid-Level,Bangalore,Onsite,[],0,0
Naukri,analytics engineer,NetSuite Analytics Engineer,Learntastic,3-8 Yrs,,,,,Remote,Computer science | ERP | Automation | Data modeling | Workflow | Healthcare | Business intelligence | Middleware,,2 days ago,3.0,https://www.naukri.com/job-listings-netsuite-analytics-engineer-learntastic-remote-3-to-8-years-010626503635,2026-06-04T16:12:40.499532,3.0,Not Disclosed,Other,Mid-Level,Remote,Remote,[],0,0
Naukri,analytics engineer,Analytics Engineer,HRS Group,4-5 Yrs,,,,,Mumbai,Procurement | Web analytics | Analytical | Consulting | Data quality | Oracle | Data warehousing | Analytics,,1 week ago,3.1,https://www.naukri.com/job-listings-analytics-engineer-hrs-group-mumbai-4-to-5-years-220526501615,2026-06-04T16:12:40.499912,4.0,Not Disclosed,Other,Mid-Level,Mumbai,Onsite,[],0,0
Naukri,analytics engineer,Ontology Analytics Engineer,Insight Global Technologies,8-13 Yrs,,,,,Remote,Agentic Ai | Microsoft Fabric | Tabular Model Definition Language | semantic models | Data Analytics | Visual Studio Code | Data Engineering | Semantic Layers,,1 week ago,3.5,https://www.naukri.com/job-listings-ontology-analytics-engineer-insight-global-technologies-hyderabad-8-to-13-years-250526003222,2026-06-04T16:12:40.500296,8.0,Not Disclosed,Other,Senior,Remote,Remote,[],0,0
Naukri,analytics engineer,Pump Analytics Engineer,Sulzer Vendor,4-7 Yrs,,,,,Pune,Data analysis | Mediclaim | analytics analyst | Data analytics | Business intelligence | Analytics | Analysis | Data,,2 weeks ago,,https://www.naukri.com/job-listings-pump-analytics-engineer-sulzer-pumps-india-limited-pune-4-to-7-years-200526500396,2026-06-04T16:12:40.500647,4.0,Not Disclosed,Other,Mid-Level,Pune,Onsite,[],0,0
Naukri,analytics engineer,Lead Analytics Engineer,Salesforce,10-15 Yrs,,,,,Bengaluru,Change management | Agile | Instrumentation | Customer support | Operations | Information technology | Analytics | CRM,,1 week ago,3.9,https://www.naukri.com/job-listings-lead-analytics-engineer-salesforce-bengaluru-10-to-15-years-260526501788,2026-06-04T16:12:40.501027,10.0,Not Disclosed,Other,Senior,Bangalore,Onsite,[],0,0
Naukri,analytics engineer,LEAD Engineer - Analytics,Tata Power,3-5 Yrs,,,,,Mumbai (All Areas),Rpa Tool | Uipath | Blue Prism | Python | Generative Ai | Power Bi | GPT models | Tableau,,1 week ago,3.9,https://www.naukri.com/job-listings-lead-engineer-analytics-tata-power-mumbai-all-areas-3-to-5-years-270526015153,2026-06-04T16:12:40.501403,3.0,Not Disclosed,Other,Senior,Mumbai,Onsite,"['python', 'tableau', 'power bi']",3,0
Naukri,analytics engineer,Analytics Engineer,Fornax,2-7 Yrs,,,,,Mumbai,Team management | Data modeling | Analytical | Workflow | Data quality | Continuous improvement | Operations | Analytics,,3+ weeks ago,4.5,https://www.naukri.com/job-listings-analytics-engineer-fornax-mumbai-2-to-7-years-311025500410,2026-06-04T16:12:40.501779,2.0,Not Disclosed,Other,Fresher/Junior,Mumbai,Onsite,[],0,0
Naukri,analytics engineer,Ecommerce Analytics Engineer,Mouser Electronics,7-12 Yrs,,,,,Bengaluru,Ecommerce Analytics | digital analytics | performance tuning | mathematics | ai | programming principles | sql | analytics,,3 weeks ago,3.4,https://www.naukri.com/job-listings-ecommerce-analytics-engineer-mouser-electronics-india-pvt-ltd-bengaluru-7-to-12-years-110526929191,2026-06-04T16:12:40.502157,7.0,Not Disclosed,Other,Senior,Bangalore,Onsite,['sql'],1,0
Naukri,analytics engineer,Analytics Engineer Databricks,Infotrellis,5-12 Yrs,,,,,Chennai,Version control | GIT | Architecture | Delta | Healthcare | Data quality | Analytics | Financial services,,3+ weeks ago,1.8,https://www.naukri.com/job-listings-analytics-engineer-databricks-infotrellis-chennai-5-to-12-years-300126506661,2026-06-04T16:12:40.502538,5.0,Not Disclosed,Other,Mid-Level,Chennai,Onsite,['git'],1,0
Naukri,analytics engineer,Analytics Engineer Databricks,Infotrellis,5-12 Yrs,,,,,Bengaluru,Version control | GIT | Architecture | Delta | Healthcare | Data quality | Analytics | Financial services,,3+ weeks ago,1.8,https://www.naukri.com/job-listings-analytics-engineer-databricks-infotrellis-bengaluru-5-to-12-years-280126500410,2026-06-04T16:12:40.502915,5.0,Not Disclosed,Other,Mid-Level,Bangalore,Onsite,['git'],1,0
Naukri,analytics engineer,Temenos Analytics Engineer,Diverse Lynx,2-7 Yrs,,,,,Bengaluru,Analytics | Temenos,,3+ weeks ago,3.5,https://www.naukri.com/job-listings-temenos-analytics-engineer-diverse-lynx-bengaluru-2-to-7-years-250725503670,2026-06-04T16:12:40.503252,2.0,Not Disclosed,Other,Fresher/Junior,Bangalore,Onsite,[],0,0
Naukri,analytics engineer,Analytics Engineer (Snowflake and Databricks),Infraveo Technologies,2-3 Yrs,,,,,Remote,Automation | customer analytics | Data modeling | Data collection | Data processing | Data quality | Business intelligence | Analytics,,3+ weeks ago,,https://www.naukri.com/job-listings-analytics-engineer-snowflake-and-databricks-infraveo-technologies-remote-2-to-3-years-200625501137,2026-06-04T16:12:40.503598,2.0,Not Disclosed,Other,Fresher/Junior,Remote,Remote,[],0,0
Naukri,analytics engineer,Wells Analytics Engineer,Exxon Mobil Corporation,3-8 Yrs,,,,,Bengaluru,Drilling | SAP | Networking | LNG | Wireline | Troubleshooting | Oracle | Petroleum,,2 weeks ago,3.7,https://www.naukri.com/job-listings-wells-analytics-engineer-exxon-mobil-corporation-bengaluru-3-to-8-years-180526505370,2026-06-04T16:12:40.503976,3.0,Not Disclosed,Other,Mid-Level,Bangalore,Onsite,[],0,0
Naukri,analytics engineer,Associate Analytics Engineer,Swiss Re,1-3 Yrs,,,,,Bengaluru,r | analytical | data science | spark | big data | programming | communication skills | Analytics,,3+ weeks ago,3.8,https://www.naukri.com/job-listings-associate-analytics-engineer-swiss-re-bengaluru-1-to-3-years-180325502353,2026-06-04T16:12:40.504358,1.0,Not Disclosed,Other,Fresher/Junior,Bangalore,Onsite,['spark'],1,0
Naukri,analytics engineer,Analytics Engineer (Tableau),Diverse Lynx,2-6 Yrs,,,,,Pune,Training | tableau | Data analysis | Business Analyst | Data modeling | Troubleshooting | Performance monitoring | Analytics,,3+ weeks ago,3.5,https://www.naukri.com/job-listings-analytics-engineer-tableau-diverse-lynx-pune-2-to-6-years-161223500035,2026-06-04T16:12:40.504739,2.0,Not Disclosed,BI Analyst,Fresher/Junior,Pune,Onsite,['tableau'],1,0
Naukri,analytics engineer,AI Analytics Engineer,Bootcoding,2-4 Yrs,,,,,Nagpur,Health insurance | NoSQL | Artificial Intelligence | Machine learning | Data processing | Data mining | Information technology | SQL,,2 weeks ago,4.0,https://www.naukri.com/job-listings-ai-analytics-engineer-bootcoding-nagpur-2-to-4-years-150526505211,2026-06-04T16:12:40.505122,2.0,Not Disclosed,Other,Fresher/Junior,Other,Onsite,"['sql', 'machine learning']",2,0
Naukri,analytics engineer,Lead Analytics Engineer,Volvo Auto,8-12 Yrs,,,,,Bengaluru,github | Version control | orchestration | Data modeling | Analytical | Data quality | Analytics | Automotive,,3+ weeks ago,3.7,https://www.naukri.com/job-listings-lead-analytics-engineer-volvo-auto-india-pvt-ltd-bengaluru-8-to-12-years-091025500971,2026-06-04T16:12:40.505506,8.0,Not Disclosed,Other,Senior,Bangalore,Onsite,[],0,0
